channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
TheReportOfTheWeek,UCeR0n8d3ShTn_yrMhpwyE1Q,Is McDonald's NEW Travis Scott Meal A Hit?,Is McDonald's NEW Travis Scott Meal A Hit?,R4LyvUYb2mo,0,24,1389805,2020-09-11 17:25:24,73,tr,standard,24,Entertainment,True
TheReportOfTheWeek,UCeR0n8d3ShTn_yrMhpwyE1Q,Is McDonald's NEW Travis Scott Meal A Hit?,Is McDonald's NEW Travis Scott Meal A Hit?,R4LyvUYb2mo,0,24,1389805,2020-09-11 17:25:24,73,vi,standard,24,Entertainment,True
TheReportOfTheWeek,UCeR0n8d3ShTn_yrMhpwyE1Q,Is McDonald's NEW Travis Scott Meal A Hit?,Is McDonald's NEW Travis Scott Meal A Hit?,R4LyvUYb2mo,0,24,1389805,2020-09-11 17:25:24,73,zh-CN,standard,24,Entertainment,True
Stuff Made Here,UCj1VqrHhDte54oLgPG4xpuQ,Making the ultimate basketball robot,Making the ultimate basketball robot,myO8fxhDRW0,0,28,1566706,2020-09-11 17:25:24,74,en,asr,28,Science & Technology,True
Vat19,UCDRbNGFusqlXX4a5vwi9ouQ,Testing 16 Strange Products • Burning Questions #15,Testing 16 Strange Products • Burning Questions #15,fFcU6tBGRZQ,0,24,579106,2020-09-11 17:25:24,75,en,asr,24,Entertainment,True
THE RACE,UCaTxfj0BzL-MaCy-YUqPRoQ,The risks posed by Vettel's Aston Martin F1 deal,The risks posed by Vettel's Aston Martin F1 deal,TJkyaCCmsOg,0,17,352621,2020-09-11 17:25:24,76,en,asr,17,Sports,True
SSSniperWolf,UCpB959t8iPrxQWj7G6n0ctQ,Genius Food Inventions You Didn't Know Existed,Genius Food Inventions You Didn't Know Existed,aKC-A_hSJtg,0,24,2249108,2020-09-11 17:25:24,77,en,asr,24,Entertainment,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,en,asr,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,en,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,es,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,id,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,ja,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,ko,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,pt,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,zh-Hans,standard,10,Music,True
Porter Robinson,UCKKKYE55BVswHgKihx5YXew,Porter Robinson - Mirror (Official Music Video),Porter Robinson - Mirror (Official Music Video),PkiIPzG37vQ,0,10,200709,2020-09-11 17:25:24,78,zh-Hant,standard,10,Music,True
Lenarr Young,UCrA2bqOHwjX1DxgP9CaVJzw,People who are first to comment on videos,People who are first to comment on videos,q_UIUhz8rX8,0,23,667211,2020-09-11 17:25:24,79,en,asr,23,Comedy,True
That's Amazing,UCSlyP9TyhaqjucGL5sdpQGg,BALLOON POPPING from Level 1 to Level 100,BALLOON POPPING from Level 1 to Level 100,X_RZ5z01Fls,0,24,1457819,2020-09-11 17:25:24,80,en,asr,24,Entertainment,True
JxmyHighroller,UC3L9XPe0_FGfRG-CMGtBvFg,I Can't Believe He Actually Pulled This Off,I Can't Believe He Actually Pulled This Off,4BlU2tYDUug,0,17,759366,2020-09-11 17:25:24,81,en,asr,17,Sports,True
Daym Drops,UCJNtkDAqZBwJF4GKVD-5QKw,McDonald's NEW Travis Scott Meal Review !!!,McDonald's NEW Travis Scott Meal Review !!!,Yh8M4Ey7Qy4,0,22,363377,2020-09-11 17:25:24,82,en,asr,22,People & Blogs,True
Nintendo,UCGIY_O-8vW4rfX98KlMkvRg,Hyrule Warriors: Age of Calamity - Announcement Trailer - Nintendo Switch,Hyrule Warriors: Age of Calamity - Announcement Trailer - Nintendo Switch,uDMWRRAEogs,0,20,2555947,2020-09-11 17:25:24,83,en,standard,20,Gaming,True
CBS All Access,UCrRttZIypNTA1Mrfwo745Sg,Star Trek: Discovery | Season 3 Official Trailer | CBS All Access,Star Trek: Discovery | Season 3 Official Trailer | CBS All Access,70dm3WzNuss,0,24,2197038,2020-09-11 17:25:24,84,en,asr,24,Entertainment,True
NBA on TNT,UCU7iRrk3xfpUk0R6VdyC1Ow,LeBron Lifts the Lakers to Their Game 3 Win Over Houston | NBA on TNT,LeBron Lifts the Lakers to Their Game 3 Win Over Houston | NBA on TNT,3hYqTTYwfdY,0,17,1084145,2020-09-11 17:25:24,85,en,asr,17,Sports,True
Nintendo,UCGIY_O-8vW4rfX98KlMkvRg,Hyrule Warriors: Age of Calamity - A story 100 years before The Legend of Zelda: Breath of the Wild,Hyrule Warriors: Age of Calamity - A story 100 years before The Legend of Zelda: Breath of the Wild,ifm8tpcO4vw,0,20,2911205,2020-09-11 17:25:24,86,en,standard,20,Gaming,True
NBA,UCWJ2lWNubArHWmf3FIHbfcQ,"LAKERS at ROCKETS | FULL GAME HIGHLIGHTS | September 8, 2020","LAKERS at ROCKETS | FULL GAME HIGHLIGHTS | September 8, 2020",y3GZVgaNKps,0,17,2737760,2020-09-11 17:25:24,87,en,asr,17,Sports,True
Juliaxsummer,UCl2U2ASyUdbw2kIyiUfX7_g,Earphone Challenge *GONE WRONG*,Earphone Challenge *GONE WRONG*,onKcihnxHQ4,0,22,202079,2020-09-11 17:25:24,88,en,asr,22,People & Blogs,True
James Charles,UCucot-Zp428OwkyRm2I7v2Q,DMing Celebrities To Pick My Makeup!,DMing Celebrities To Pick My Makeup!,C19IgOGkYGs,0,24,7055880,2020-09-11 17:25:24,89,en,asr,24,Entertainment,True
DEATH BATTLE!,UCB9_VH_CNbbH4GfKu8qh63w,Flash VS Sonic (Wally West VS Archie Sonic) | DEATH BATTLE!,Flash VS Sonic (Wally West VS Archie Sonic) | DEATH BATTLE!,_hyPif9yhX0,0,24,1729212,2020-09-11 17:25:24,90,en,asr,24,Entertainment,True
Popcorned Planet,UCCdicbO4cLE4s1wbXjJSuSg,"Why Joe Rogan Fans Hate His New Studio & How To Easily Fix It - Joe Rogan Experience Austin, Texas","Why Joe Rogan Fans Hate His New Studio & How To Easily Fix It - Joe Rogan Experience Austin, Texas",di1_d8G0rFQ,0,24,136238,2020-09-11 17:25:24,91,en,asr,24,Entertainment,True
Gus Johnson,UCpIafFPGutTAKOBHMtGen7g,how class discussions went in middle school,how class discussions went in middle school,MvJhLtfG9cA,0,23,1081800,2020-09-11 17:25:24,92,en,asr,23,Comedy,True
Jawsh685VEVO,UC3rSU_enoFy28wQ5j0I9Vzw,"Jawsh 685, Jason Derulo - Savage Love (Laxed - Siren Beat) (Official Video)","Jawsh 685, Jason Derulo - Savage Love (Laxed - Siren Beat) (Official Video)",Jvcv8trEuao,0,10,645046,2020-09-11 17:25:24,93,pt,asr,10,Music,True
TBJZL,UCfNWN9s_s8kRTCadk04WWJA,SURPRISING SIMON WITH 24 PRESENTS IN 24 HOURS!,SURPRISING SIMON WITH 24 PRESENTS IN 24 HOURS!,21bXuNkxEYo,0,20,1946257,2020-09-11 17:25:24,94,en,asr,20,Gaming,True
Kyle Exum,UCR9NuNwCUIhMOLUQnLN7_WA,If Social Media Apps Were People,If Social Media Apps Were People,InJWCF5OkMo,0,23,1611964,2020-09-11 17:25:24,95,en,asr,23,Comedy,True
iluvsarahii,UCqnOwfiYhtnS0CkQXqIrbrg,HMMM RARE BEAUTY BY SELENA GOMEZ | Iluvsarahii,HMMM RARE BEAUTY BY SELENA GOMEZ | Iluvsarahii,jO4rS4n2vd8,0,26,205628,2020-09-11 17:25:24,96,en,asr,26,Howto & Style,True
TheOdd2sOut,UC0GLNhtTu7yI8rl6ZZGeezw,James Tries Bad Food Combos,James Tries Bad Food Combos,G_9inF7u3Zw,0,24,769593,2020-09-11 17:25:24,97,en,asr,24,Entertainment,True
No Life Shaq,UCKUCm3FepRrl-VKhq0Wwajg,"Polo G, Jack Harlow and Lil Keed's 2020 XXL Freshman Cypher (REACTION!!!)","Polo G, Jack Harlow and Lil Keed's 2020 XXL Freshman Cypher (REACTION!!!)",iz1TUf45ad0,0,24,419367,2020-09-11 17:25:24,98,en,asr,24,Entertainment,True
Will Smith,UCKuHFYu3smtrl2AwwMOXOlg,I have news about that “Bel-Air” trailer...,I have news about that “Bel-Air” trailer...,ae99z6B_gbo,0,24,560770,2020-09-11 17:25:24,99,en,asr,24,Entertainment,True
Royal Family,UCtj45MepAoKxZoyR_Mnt86Q,THEY SAID WE BROKE UP..🤔💔,THEY SAID WE BROKE UP..🤔💔,Z56Aa0ddo0Y,0,24,622726,2020-09-11 17:25:24,100,en,asr,24,Entertainment,True
ReviewTechUSA,UC__Oy3QdB3d9_FHO_XG1PZg,Microsoft Officially Unveils Xbox Series S And Pricing For Both Consoles,Microsoft Officially Unveils Xbox Series S And Pricing For Both Consoles,HivdO252eDc,0,20,260910,2020-09-11 17:25:24,101,en,asr,20,Gaming,True
Spawn Wave Plus,UCDTV8DckMvn7mlgtdxTyR-g,So About That Xbox Series S...,So About That Xbox Series S...,N4Bxl2_5UW8,0,20,129565,2020-09-11 17:25:24,102,en,asr,20,Gaming,True
KPTV FOX 12 Oregon,UCyWF77WR3CfkZ52cc9XK5wQ,Protesters clash in Salem after caravan of Trump supporters gather in Oregon City,Protesters clash in Salem after caravan of Trump supporters gather in Oregon City,x4c9mZOQY1I,0,25,536561,2020-09-11 17:25:24,103,en,asr,25,News & Politics,True
The Voice Global,UCJYtYkiGldqX6Ne938j-k2g,MIND-BLOWING SOUND-ALIKES in The Voice,MIND-BLOWING SOUND-ALIKES in The Voice,e7hqosFF7nU,0,24,911957,2020-09-11 17:25:24,104,en,asr,24,Entertainment,True
Xbox,UCjBp_7RuDBUYbd1LegWEJ8g,Get EA Play with Xbox Game Pass Ultimate & Xbox Game Pass for PC this Holiday,Get EA Play with Xbox Game Pass Ultimate & Xbox Game Pass for PC this Holiday,bgjvFa8Q3Fc,0,20,459633,2020-09-11 17:25:24,105,en,standard,20,Gaming,True
The Verge,UCddiUEpeqJcYeBxX1IVBKvQ,Android 11 review: the most important settings,Android 11 review: the most important settings,vHRL47spxT4,0,28,535633,2020-09-11 17:25:24,106,en,asr,28,Science & Technology,True
The Verge,UCddiUEpeqJcYeBxX1IVBKvQ,Android 11 review: the most important settings,Android 11 review: the most important settings,vHRL47spxT4,0,28,535633,2020-09-11 17:25:24,106,en,standard,28,Science & Technology,True
Nyma Tang,UCroDJPcFCf6DBmHns6Xeb8g,First Impression on Rare Beauty by Selena Gomez || Nyma Tang,First Impression on Rare Beauty by Selena Gomez || Nyma Tang,rNz0KwpYvTg,0,26,1312809,2020-09-11 17:25:24,107,en,asr,26,Howto & Style,True
The Weeknd,UC0WP5P-ufpRfjbNrmOWwLBQ,After Hours Trailer,After Hours Trailer,jNPTblXxR18,0,10,327210,2020-09-11 17:25:24,108,,,10,Music,True
Dealer - Gaming,UCJxnwvg6KA3tr04K-tBO-bQ,Xbox Series S & Xbox Series X Release Date And Price REVEALED | New Xbox Series S Details & More,Xbox Series S & Xbox Series X Release Date And Price REVEALED | New Xbox Series S Details & More,3-RknCW4d64,0,20,343423,2020-09-11 17:25:24,109,,,20,Gaming,True
Gorillaz,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz | Episode Six 'Strange Timez' | Official Trailer,Gorillaz | Episode Six 'Strange Timez' | Official Trailer,Hb6itWsCL1Q,0,1,541851,2020-09-11 17:25:24,110,en,asr,1,Film & Animation,True
GrayStillPlays,UCzEy7pi3B7TIS9cn_sdKK9A,when you cut the earth completely in half,when you cut the earth completely in half,VpsyQJcG7QU,0,20,1490291,2020-09-11 17:25:24,111,en,asr,20,Gaming,True
NikkieTutorials,UCzTKskwIc_-a0cGvCXA848Q,Get Glam With SELENA GOMEZ & Me! | NikkieTutorials,Get Glam With SELENA GOMEZ & Me! | NikkieTutorials,GUJqRkBEEY4,0,26,7000843,2020-09-11 17:25:24,112,,,26,Howto & Style,True
SEC Shorts,UCUOZvgB9Q8AgZjjLYcLWztQ,SEC Shorts - Texas A&M romance with 2020 schedule does not end well,SEC Shorts - Texas A&M romance with 2020 schedule does not end well,T7nXNGioLSo,0,23,165172,2020-09-11 17:25:24,113,en,standard,23,Comedy,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,ar,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,de,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,en,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,es,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,fi,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,fr,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,id,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,it,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,ja,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,ko,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,nl-NL,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,pt-BR,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,ru,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,th,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,tr,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,zh-Hans,standard,20,Gaming,True
Brawl Stars,UCooVYzDxdwTtGYAkcPmOgOw,"Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!","Brawl Stars: Brawl Talk - Welcome to Starr Park! Gift Shop, Colette & More!",ME7qwm7oerQ,0,20,26072597,2020-09-11 17:25:24,114,zh-Hant,standard,20,Gaming,True
FlightReacts,UC_k0qgMNIW2VmTQKjFsbXDw,We Are Expecting...👶,We Are Expecting...👶,eeBSJZKGckQ,0,24,3148984,2020-09-11 17:25:24,115,en,asr,24,Entertainment,True
ET Canada,UCKY5PiEq8Tl9r7f3qittXng,Lupita Nyong'o Struggles With Chadwick Boseman Loss,Lupita Nyong'o Struggles With Chadwick Boseman Loss,xdxT41FoH1w,0,24,404891,2020-09-11 17:25:24,116,,,24,Entertainment,True
Zach Choi ASMR,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR STEAK & CHEESE SANDWHICH MUKBANG 먹방 | COOKING & EATING SOUNDS | Zach Choi ASMR,ASMR STEAK & CHEESE SANDWHICH MUKBANG 먹방 | COOKING & EATING SOUNDS | Zach Choi ASMR,0hQhE4xZQ_A,0,22,1052819,2020-09-11 17:25:24,117,en,standard,22,People & Blogs,True
Austin Evans,UCXGgrKt94gR6lmN4aN3mYTg,The $300 Xbox Series S is Real.,The $300 Xbox Series S is Real.,3Q0DnSXlsR4,0,28,920336,2020-09-11 17:25:24,118,en,standard,28,Science & Technology,True
MAMAMOO,UCuhAUMLzJxlP1W7mEk0_6lA,[TEASER] 마마무(MAMAMOO) - WANNA BE MYSELF,[TEASER] 마마무(MAMAMOO) - WANNA BE MYSELF,Oh1fNVJYhHY,0,10,2894145,2020-09-11 17:25:24,119,,,10,Music,True
Dixie D'Amelio,UCLOEGprmycLLbyzBj2jozLg,Fighting Addison Rae | Dixie D'Amelio,Fighting Addison Rae | Dixie D'Amelio,dXbDgrGAs-w,0,22,6239142,2020-09-11 17:25:24,120,en,asr,22,People & Blogs,True
minutephysics,UCUHW94eEFW7hkUMVaZz4eDg,Why Masks Work BETTER Than You'd Think,Why Masks Work BETTER Than You'd Think,Y47t9qLc9I4,0,28,518329,2020-09-11 17:25:24,121,en,asr,28,Science & Technology,True
minutephysics,UCUHW94eEFW7hkUMVaZz4eDg,Why Masks Work BETTER Than You'd Think,Why Masks Work BETTER Than You'd Think,Y47t9qLc9I4,0,28,518329,2020-09-11 17:25:24,121,en,standard,28,Science & Technology,True
Dan and Riya,UCJVkkxqSzMZDcLFhULXAIIQ,Rich Girl Goes On A Blind Date! *WITH A NERD*,Rich Girl Goes On A Blind Date! *WITH A NERD*,GViYgk9FXZc,0,23,1509423,2020-09-11 17:25:24,122,en,asr,23,Comedy,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,ko,asr,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,en,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,es,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,id,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,ja,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,th,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,vi,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,TAEMIN 태민 'Criminal' MV,TAEMIN 태민 'Criminal' MV,hFQL7BS6lrs,0,10,5144366,2020-09-11 17:25:24,123,zh-Hans,standard,10,Music,True
theneedledrop,UCt7fwAhXDy3oNFTAzF2o8Pw,6ix9ine - TattleTales ALBUM REVIEW,6ix9ine - TattleTales ALBUM REVIEW,NPl4pTbjxwY,0,10,434486,2020-09-11 17:25:24,124,en,asr,10,Music,True
ABC10,UCT350j4u6alUKyF9eu2bGug,"California Wildfires morning update: September 9, 2020","California Wildfires morning update: September 9, 2020",ggP9eCtK9CQ,0,25,215019,2020-09-11 17:25:24,125,en,asr,25,News & Politics,True
ABC10,UCT350j4u6alUKyF9eu2bGug,"California Wildfires morning update: September 9, 2020","California Wildfires morning update: September 9, 2020",ggP9eCtK9CQ,0,25,215019,2020-09-11 17:25:24,125,en,standard,25,News & Politics,True
Dead by Daylight,UCaSgsFdGbwjfdawl3rOXiwQ,Dead by Daylight | Descend Beyond | Official Trailer,Dead by Daylight | Descend Beyond | Official Trailer,MSZntc2DtQQ,0,20,485144,2020-09-11 17:25:24,126,,,20,Gaming,True
Tailosive Tech,UCa962e5dqRMO1nUldwaaRMw,Apple CONFIRMS iPhone 12 Event for September 15th!,Apple CONFIRMS iPhone 12 Event for September 15th!,z2FHrzobOBA,0,28,186669,2020-09-11 17:25:24,127,en,asr,28,Science & Technology,True
Yes Theory,UCvK4bOhULCpmLabd2pDMtnA,grateful to be alive..,grateful to be alive..,vPKuOy7yO0s,0,24,1459582,2020-09-11 17:25:24,128,en,asr,24,Entertainment,True
GregsGadgets,UCoi3Uk6JtP9QgA5BRwnh6NQ,Apple September 15 Event Confirmed - NO iPhone 12!,Apple September 15 Event Confirmed - NO iPhone 12!,_ygX_tp_j1c,0,28,167362,2020-09-11 17:25:24,129,,,28,Science & Technology,True
SmarterEveryDay,UC6107grRI4m0o2-emgoDnAA,World's Fastest Pitch - Supersonic Baseball Cannon - Smarter Every Day 242,World's Fastest Pitch - Supersonic Baseball Cannon - Smarter Every Day 242,cqidD7kVnxY,0,28,4168137,2020-09-11 17:25:24,130,en,asr,28,Science & Technology,True
SmarterEveryDay,UC6107grRI4m0o2-emgoDnAA,World's Fastest Pitch - Supersonic Baseball Cannon - Smarter Every Day 242,World's Fastest Pitch - Supersonic Baseball Cannon - Smarter Every Day 242,cqidD7kVnxY,0,28,4168137,2020-09-11 17:25:24,130,en,standard,28,Science & Technology,True
Manny Khoshbin,UCJmo2vO5Fsj8xKGcoCmBJvg,ADDING THE 2021 ROLLS ROYCE GHOST TO MY COLLECTION! || Manny Khoshbin,ADDING THE 2021 ROLLS ROYCE GHOST TO MY COLLECTION! || Manny Khoshbin,2b0VO865EvM,0,2,838417,2020-09-11 17:25:24,131,en,asr,2,Autos & Vehicles,True
MrBeast Gaming,UCIPPMRA040LQr5QPyJEbmXA,I Made My Own Country In Minecraft!,I Made My Own Country In Minecraft!,QjSyAnjE6Yo,0,20,7217540,2020-09-11 17:25:24,132,en,asr,20,Gaming,True
Dude Perfect,UCRijo3ddMTht_IHyNSNXpNQ,Greatest Football Game Ever Invented,Greatest Football Game Ever Invented,OFBsuEGhQkI,0,17,6899440,2020-09-11 17:25:24,133,en,asr,17,Sports,True
100 Thieves,UCnrX2_FoKieobtw19PiphDw,"GUESS WHICH ITEM IS CAKE CHALLENGE ft. CouRage, Valkyrae, Nadeshot, BrookeAB","GUESS WHICH ITEM IS CAKE CHALLENGE ft. CouRage, Valkyrae, Nadeshot, BrookeAB",xTuRUdjgzsw,0,20,540150,2020-09-11 17:25:24,134,en,asr,20,Gaming,True
90 Day Fiancé,UCgIWIkGWCV9knhMvK3Q8usA,Jess Breaks Up With Colt! | 90 Day Fiancé: Happily Ever After?,Jess Breaks Up With Colt! | 90 Day Fiancé: Happily Ever After?,qsVGvd50TMw,0,24,559326,2020-09-11 17:25:24,135,en,asr,24,Entertainment,True
Safiya Nygaard,UCbAwSkqJ1W_Eg7wr3cp5BUA,I Tried Acrylic Pour Art For The First Time,I Tried Acrylic Pour Art For The First Time,58XEfDtU0Z4,0,22,4306136,2020-09-11 17:25:24,136,en,standard,22,People & Blogs,True
TroopzTV,UCr19bNQQxC00MI6DLbpGQhg,TROOPZ IS LEAVING AFTV!!!,TROOPZ IS LEAVING AFTV!!!,urQ2D5PyWfE,0,17,404871,2020-09-11 17:25:24,137,en,asr,17,Sports,True
