channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Good Good Labs,UCbY_v56iMzSGvXK79X6f4dw,We lost our camera gear & All our Golf Clubs..,We lost our camera gear & All our Golf Clubs..,XuuURLesN-s,0,22,491626,2022-08-10 12:05:42,97,en,asr,22,People & Blogs,True
Real Engineering,UCR1IuLEqb6UEA_zQ81kwXfg,Can We Throw Satellites to Space? - SpinLaunch,Can We Throw Satellites to Space? - SpinLaunch,yrc632oilWo,0,28,775871,2022-08-10 12:05:42,98,en,asr,28,Science & Technology,True
Real Engineering,UCR1IuLEqb6UEA_zQ81kwXfg,Can We Throw Satellites to Space? - SpinLaunch,Can We Throw Satellites to Space? - SpinLaunch,yrc632oilWo,0,28,775871,2022-08-10 12:05:42,98,en,standard,28,Science & Technology,True
DJKhaledVEVO,UCrFB54bqp8sda4udJyNswlA,DJ Khaled ft. Drake & Lil Baby - STAYING ALIVE (Official Video),DJ Khaled ft. Drake & Lil Baby - STAYING ALIVE (Official Video),PM2f835zx88,0,10,7186866,2022-08-10 12:05:42,99,en,asr,10,Music,True
LegitStreetCars,UCT-2OPZT6P8j4nEKW3DXpOA,First Drive Of The Abandoned Mustang GT Didn't End Well But We Discovered Its Crazy History!,First Drive Of The Abandoned Mustang GT Didn't End Well But We Discovered Its Crazy History!,QXhg6BBBHPA,0,2,413430,2022-08-10 12:05:42,100,en,asr,2,Autos & Vehicles,True
AYEitsMaya,UCrh2EYT0lVNrybufVkdA76A,"Back To School Prepare With Me 2022: 1st Day Outfit, Hair, Nails, Lashes, Shopping","Back To School Prepare With Me 2022: 1st Day Outfit, Hair, Nails, Lashes, Shopping",edxrlG1CGTM,0,24,122515,2022-08-10 12:05:42,101,en,asr,24,Entertainment,True
The Game Theorists,UCo_IB5145EVNcf8hw1Kku7w,Game Theory: This Cat KILLED The Human Race! (Stray),Game Theory: This Cat KILLED The Human Race! (Stray),YnjZy4l4xR4,0,20,2504712,2022-08-10 12:05:42,102,en,asr,20,Gaming,True
The Game Theorists,UCo_IB5145EVNcf8hw1Kku7w,Game Theory: This Cat KILLED The Human Race! (Stray),Game Theory: This Cat KILLED The Human Race! (Stray),YnjZy4l4xR4,0,20,2504712,2022-08-10 12:05:42,102,en,standard,20,Gaming,True
tarik,UCTbtlMEiBfs0zZLQyJzR0Uw,Tarik Reacts to Sentinels vs Shopify Rebellion | ELIMINATION MATCH | NA VALORANT LCQ,Tarik Reacts to Sentinels vs Shopify Rebellion | ELIMINATION MATCH | NA VALORANT LCQ,xnKXJHAkDEA,0,20,535516,2022-08-10 12:05:42,103,en,asr,20,Gaming,True
mashed,UCCn62cYVpl0e_GN-yo1H9yQ,There's Something About Amy (Part 3),There's Something About Amy (Part 3),4QdcT1IJOUY,0,20,2990513,2022-08-10 12:05:42,104,en,asr,20,Gaming,True
mashed,UCCn62cYVpl0e_GN-yo1H9yQ,There's Something About Amy (Part 3),There's Something About Amy (Part 3),4QdcT1IJOUY,0,20,2990513,2022-08-10 12:05:42,104,en-GB,standard,20,Gaming,True
Beppo,UC9OABighzB6Qr5OAOm5RLdA,I Captured The RAREST Mobs in Minecraft Hardcore,I Captured The RAREST Mobs in Minecraft Hardcore,dSApuNHkVnA,0,20,1559940,2022-08-10 12:05:42,105,en,asr,20,Gaming,True
Tango Tek,UC4YUKOBld2PoOLzk0YZ80lw,DECKED OUT 2 Begins NOW! - Hermitcraft 9: #22,DECKED OUT 2 Begins NOW! - Hermitcraft 9: #22,7TqnNgvbLtY,0,20,444537,2022-08-10 12:05:42,106,en,asr,20,Gaming,True
FancyOrb,UCbvwGzSKXa31P6yDRyoNJnA,Can 100 Players Hunt Me Down in Rust?,Can 100 Players Hunt Me Down in Rust?,aeALk1c2_Og,0,20,306931,2022-08-10 12:05:42,107,en,asr,20,Gaming,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,de,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,en,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,en,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,es,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,fr,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,hi,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,id,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,it,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,ja,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,ko,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,nl,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,pl,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,pt-BR,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,ru,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,tr,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,zh-Hans,standard,10,Music,True
bennyblancoVEVO,UCjDsGV6fgTtXiNsKqwKIxJQ,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)","benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",BGNkkVrJZks,0,10,23049704,2022-08-10 12:05:42,108,zh-Hant,standard,10,Music,True
PM7,UCLc_ZQgQ8h2XKUAQpqcvIdw,Catch A Shiny Pokémon Team Before They Run Away,Catch A Shiny Pokémon Team Before They Run Away,CoMZjiRhdQc,0,20,330761,2022-08-10 12:05:42,109,en,asr,20,Gaming,True
ABC7 News Bay Area,UCYUbNjkuE4lsr2v1Id2O1oA,"Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE","Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE",Dbq_mWl1fRU,0,25,1351866,2022-08-10 12:05:42,110,en,asr,25,News & Politics,True
ABC7 News Bay Area,UCYUbNjkuE4lsr2v1Id2O1oA,"Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE","Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE",Dbq_mWl1fRU,0,25,1351866,2022-08-10 12:05:42,110,en,standard,25,News & Politics,True
ABC7 News Bay Area,UCYUbNjkuE4lsr2v1Id2O1oA,"Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE","Batmobile raid hearing canceled, San Mateo DA considers dropping case -- EXCLUSIVE",Dbq_mWl1fRU,0,25,1351866,2022-08-10 12:05:42,110,en,standard,25,News & Politics,True
Lilifilm Official,UC35HKvKYPkri4Grd5KXl3wQ,LILI's FILM - Paris Vlog,LILI's FILM - Paris Vlog,NsK55CI167M,0,24,2779913,2022-08-10 12:05:42,111,ko,asr,24,Entertainment,True
Lilifilm Official,UC35HKvKYPkri4Grd5KXl3wQ,LILI's FILM - Paris Vlog,LILI's FILM - Paris Vlog,NsK55CI167M,0,24,2779913,2022-08-10 12:05:42,111,en,standard,24,Entertainment,True
Lilifilm Official,UC35HKvKYPkri4Grd5KXl3wQ,LILI's FILM - Paris Vlog,LILI's FILM - Paris Vlog,NsK55CI167M,0,24,2779913,2022-08-10 12:05:42,111,id,standard,24,Entertainment,True
Lilifilm Official,UC35HKvKYPkri4Grd5KXl3wQ,LILI's FILM - Paris Vlog,LILI's FILM - Paris Vlog,NsK55CI167M,0,24,2779913,2022-08-10 12:05:42,111,ja,standard,24,Entertainment,True
Lilifilm Official,UC35HKvKYPkri4Grd5KXl3wQ,LILI's FILM - Paris Vlog,LILI's FILM - Paris Vlog,NsK55CI167M,0,24,2779913,2022-08-10 12:05:42,111,th,standard,24,Entertainment,True
Travis and Katie,UC3K7CGZm7UjSueGh59jhH-Q,FINDING OUT I'M PREGNANT + HUSBAND'S REACTION!!!,FINDING OUT I'M PREGNANT + HUSBAND'S REACTION!!!,3ccPbajt1Oo,0,10,201906,2022-08-10 12:05:42,112,en,asr,10,Music,True
Hacksmith,UCjgpFI5dU-D1-kh9H1muoxQ,GIANT THOR HAMMER vs TRUCK!,GIANT THOR HAMMER vs TRUCK!,u2ekb-L7xZ4,0,28,648881,2022-08-10 12:05:42,113,en,asr,28,Science & Technology,True
Hacksmith,UCjgpFI5dU-D1-kh9H1muoxQ,GIANT THOR HAMMER vs TRUCK!,GIANT THOR HAMMER vs TRUCK!,u2ekb-L7xZ4,0,28,648881,2022-08-10 12:05:42,113,en,standard,28,Science & Technology,True
Thinknoodles,UChd1FPXykD4pust3ljzq6hQ,POPPY PLAYTIME: CHAPTER 3 - OFFICIAL TEASER TRAILER JUST CAME OUT!! [Reaction],POPPY PLAYTIME: CHAPTER 3 - OFFICIAL TEASER TRAILER JUST CAME OUT!! [Reaction],RcLjaUTErnA,0,20,1296428,2022-08-10 12:05:42,114,en,asr,20,Gaming,True
CircleToonsHD,UCV6g95OBbVtFmN9uiJzkFqQ,MultiVersus vs Smash Ultimate,MultiVersus vs Smash Ultimate,TVRDs3V16qI,0,24,1146413,2022-08-10 12:05:42,115,en,asr,24,Entertainment,True
Fozo,UC4NKi3-86NdHPiVz5QqDN9g,I Survived 100 Days as a DIAMOND DRAGON in HARDCORE Minecraft,I Survived 100 Days as a DIAMOND DRAGON in HARDCORE Minecraft,xNubQ_9UbVw,0,20,453006,2022-08-10 12:05:42,116,en,asr,20,Gaming,True
SuperHorrorBro,UChL4WU9YLlxXXNSwlzM1-7g,Poppy Playtime: Chapter 3 - Teaser Trailer has Dropped! (Reaction & Analysis),Poppy Playtime: Chapter 3 - Teaser Trailer has Dropped! (Reaction & Analysis),syKBcIs7R3o,0,20,669420,2022-08-10 12:05:42,117,en,asr,20,Gaming,True
LS Mark,UCRELfrtyz_teOEQXjF04BIA,Are Cartoons ACTUALLY Ugly Now?,Are Cartoons ACTUALLY Ugly Now?,gBgshFwEXG0,0,24,295328,2022-08-10 12:05:42,118,en,asr,24,Entertainment,True
JustJoeKing,UCNaM4RXivTmW2UTo7RI34ew,Rainbow Friends in The Backrooms! (Garry's Mod),Rainbow Friends in The Backrooms! (Garry's Mod),i8Nup8H8mBs,0,20,479081,2022-08-10 12:05:42,119,en,asr,20,Gaming,True
WWE ON FOX,UCgKpcxVyF0qXU1h_Irzd7XA,Karrion Kross returns as Roman Reigns and Drew McIntyre face each other on SmackDown | WWE ON FOX,Karrion Kross returns as Roman Reigns and Drew McIntyre face each other on SmackDown | WWE ON FOX,K2m96TY47c4,0,17,434217,2022-08-10 12:05:42,120,en,asr,17,Sports,True
Cleetus2 McFarland,UCMJbbWyIziiUamP5JKK9yAA,LIVE - Stadium Super Trucks Nasheville Race 1 w/Cleetus McFarland!,LIVE - Stadium Super Trucks Nasheville Race 1 w/Cleetus McFarland!,fqioqPfkq9o,0,22,177897,2022-08-10 12:05:42,121,en,asr,22,People & Blogs,True
DOPE or NOPE,UC9VX0KXNH20x9MCH3xGjisg,Adults Testing 10 Products We Loved As Kids!,Adults Testing 10 Products We Loved As Kids!,LaK3018W3To,0,23,588859,2022-08-10 12:05:42,122,en,asr,23,Comedy,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,en,asr,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,en,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,id,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,ja,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,ko,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,th,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,vi,standard,10,Music,True
SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,Girls' Generation 소녀시대 'FOREVER 1' MV,Girls' Generation 소녀시대 'FOREVER 1' MV,Qpf26PtBXgo,0,10,18458191,2022-08-10 12:05:42,123,zh-Hans,standard,10,Music,True
Totally Not Mark,UCv3LuuW8auzYw1SdLmiLRAw,Ranking EVERY Dragon Ball Arc! (Tier List),Ranking EVERY Dragon Ball Arc! (Tier List),yhAadQcHt5w,0,24,265576,2022-08-10 12:05:42,124,en,asr,24,Entertainment,True
NFL,UCDVYQ4Zhbm3S2dlz7P1GBDg,Jacksonville Jaguars vs. Las Vegas Raiders | 2022 Hall of Fame Game Highlights,Jacksonville Jaguars vs. Las Vegas Raiders | 2022 Hall of Fame Game Highlights,gBQI5_Hef0U,0,17,1207674,2022-08-10 12:05:42,125,en,asr,17,Sports,True
America's Got Talent,UCT2X19JJaJGUN7mrYuImANQ,"Debbii Dawson Sings ""Dancing Queen"" by Abba Like You’ve Never Heard it Before | AGT 2022","Debbii Dawson Sings ""Dancing Queen"" by Abba Like You’ve Never Heard it Before | AGT 2022",t1P3uoG4KLM,0,24,6574039,2022-08-10 12:05:42,126,en,asr,24,Entertainment,True
TommyInnit,UC5p_l5ZeB_wGjO_yDXwiqvw,How Dream SMP Changed My Life,How Dream SMP Changed My Life,zm5BNaHeVzY,0,20,3223844,2022-08-10 12:05:42,127,en,asr,20,Gaming,True
Bionic,UCETZ7OiW7-wqwb-6hsz3C4w,"Minecraft, But Your Luck Increases...","Minecraft, But Your Luck Increases...",CSutQ6rr7dM,0,20,908469,2022-08-10 12:05:42,128,en,asr,20,Gaming,True
KSI,UCVtFOytbRpEvzLjvqGG5gxQ,KSI - Not Over Yet (feat. Tom Grennan) [Official Music Video],KSI - Not Over Yet (feat. Tom Grennan) [Official Music Video],k80GnU6218k,0,10,3569249,2022-08-10 12:05:42,129,en,asr,10,Music,True
Omziscool,UCMZXnRko82oLtJHLLD6rLdQ,Using Security Cameras To Cheat In Minecraft Hide And Seek!,Using Security Cameras To Cheat In Minecraft Hide And Seek!,rt1mPRyctvk,0,20,389133,2022-08-10 12:05:42,130,en,asr,20,Gaming,True
Moriah Elizabeth,UCYAB7hh1ohA8-iX54EpMdeA,Painting on a Claw Machine (Pt.  1),Painting on a Claw Machine (Pt.  1),YuMqr_P0v4c,0,24,2384567,2022-08-10 12:05:42,131,en,asr,24,Entertainment,True
Slipknot,UCOJZ1tna8yj8mAEITPkHNCQ,Slipknot - Yen,Slipknot - Yen,XCyF-NPcnBo,0,10,1956158,2022-08-10 12:05:42,132,en,asr,10,Music,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,8NLyuK-Ilxo,0,17,788371,2022-08-10 12:05:42,133,en,asr,17,Sports,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,8NLyuK-Ilxo,0,17,788371,2022-08-10 12:05:42,133,en,standard,17,Sports,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,8NLyuK-Ilxo,0,17,788371,2022-08-10 12:05:42,133,en,standard,17,Sports,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,Fulham v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 8/6/2022 | NBC Sports,8NLyuK-Ilxo,0,17,788371,2022-08-10 12:05:42,133,en,standard,17,Sports,True
Trippie Redd,UCstw-41J8syXgdJ8xWvaizA,Trippie Redd – Big 14 feat. Offset & Moneyybagg Yo (Official Music Video),Trippie Redd – Big 14 feat. Offset & Moneyybagg Yo (Official Music Video),chi_s-2AvgU,0,10,2710669,2022-08-10 12:05:42,134,en,asr,10,Music,True
DJKhaledVEVO,UCrFB54bqp8sda4udJyNswlA,DJ Khaled ft. Drake & Lil Baby - STAYING ALIVE (Extended Version),DJ Khaled ft. Drake & Lil Baby - STAYING ALIVE (Extended Version),toMyiXEspNc,0,10,2009133,2022-08-10 12:05:42,135,en,asr,10,Music,True
Adult Swim,UCgPClNr5VSYC3syrDUIlzLw,A Citadel Secret | Rick and Morty | adult swim,A Citadel Secret | Rick and Morty | adult swim,a9Cdi1emp4g,0,1,1071451,2022-08-10 12:05:42,136,,,1,Film & Animation,True
REBOUND,UCVepIJedg6BMQeSgjPY4e6A,Stupidly Expensive Things LaMelo Ball Owns..,Stupidly Expensive Things LaMelo Ball Owns..,D51yFSJKH_Q,0,17,679506,2022-08-10 12:05:42,137,en,asr,17,Sports,True
JHE Rooga,UCPRVQWJCA-li5Z01AlDRuSA,"Rooga x JHE Devo -""Front Door"" (Official Video)","Rooga x JHE Devo -""Front Door"" (Official Video)",5qh9iuT5PQw,0,10,268480,2022-08-10 12:05:42,138,en,asr,10,Music,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,Udyr Gameplay Trailer | League of Legends,Udyr Gameplay Trailer | League of Legends,kfyDoF658HA,0,20,3084669,2022-08-10 12:05:42,139,en,standard,20,Gaming,True
Purplecliffe,UCrer50j4M2Lv9wda2ZpqzRA,"If I Catch a Gen 2 Pokémon, I Buy It.","If I Catch a Gen 2 Pokémon, I Buy It.",mluq0RRU3qs,0,20,550336,2022-08-10 12:05:42,140,en,asr,20,Gaming,True
FoolHardy Music,UCsLLv3GVgTXVd6zjzMIDF3Q,"Icy Bruno, Dr.Officer, Slick Vic  & Karena_Macarena","Icy Bruno, Dr.Officer, Slick Vic  & Karena_Macarena",2AiBpWCvLhM,0,10,590654,2022-08-10 12:05:42,141,,,10,Music,True
Paolo fromTOKYO,UCixD9UbKvDxzGNiPC_fgHyA,Day in the Life of a Japanese Knife Maker,Day in the Life of a Japanese Knife Maker,Q-8dnpiEePk,0,19,1042897,2022-08-10 12:05:42,142,en,asr,19,Travel & Events,True
Paolo fromTOKYO,UCixD9UbKvDxzGNiPC_fgHyA,Day in the Life of a Japanese Knife Maker,Day in the Life of a Japanese Knife Maker,Q-8dnpiEePk,0,19,1042897,2022-08-10 12:05:42,142,ja,standard,19,Travel & Events,True
Unspeakable,UCwIWAbIeu0xI0ReKWOcw3eg,Busting 50 Prank Myths in 50 Hours,Busting 50 Prank Myths in 50 Hours,Nm2uSCmH54k,0,22,2611550,2022-08-10 12:05:42,143,en,asr,22,People & Blogs,True
bald and bankrupt,UCxDZs_ltFFvn0FDHT6kmoXA,Solo Through Romania's Dark Past 🇷🇴,Solo Through Romania's Dark Past 🇷🇴,aro2vgpcpis,0,19,1462728,2022-08-10 12:05:42,144,en,asr,19,Travel & Events,True
Sarcastic Chorus,UCHKInKUSYkI-I5LoralnvEw,Was Stolitz Doomed From the Start? - Helluva Boss,Was Stolitz Doomed From the Start? - Helluva Boss,8tVqwswbqm4,0,24,327747,2022-08-10 12:05:42,145,en,asr,24,Entertainment,True
MaxCraft,UCYPYEhWUvvKFgmgkLACagXA,I Survived 100 DAYS as a SQUID in HARDCORE Minecraft!,I Survived 100 DAYS as a SQUID in HARDCORE Minecraft!,qZe-5m9uJbc,0,20,2156563,2022-08-10 12:05:42,146,en,asr,20,Gaming,True
Molly Burke,UCwf9TcLyS5KDoLRLjke41Hg,Bennix is no longer my dog… (guide dog update),Bennix is no longer my dog… (guide dog update),79gnBspFEfI,0,22,425326,2022-08-10 12:05:42,147,en,asr,22,People & Blogs,True
Harry Mack,UC59ZRYCHev_IqjUhremZ8Tg,Brand New Fans | Harry Mack Omegle Bars 70,Brand New Fans | Harry Mack Omegle Bars 70,AO0yvg0pLiM,0,10,479954,2022-08-10 12:05:42,148,en,asr,10,Music,True
aCookieGod,UCIVSqoHCUN1XdEpiVItxfoQ,UNLIMITED CACTUS in Minecraft Hardcore,UNLIMITED CACTUS in Minecraft Hardcore,sur0YakbyXk,0,20,1291425,2022-08-10 12:05:42,149,en,asr,20,Gaming,True
RyginKingVEVO,UCIq6kyZ4wXfcD3Kb5eML6AQ,Rygin King - Therapy (Official Video),Rygin King - Therapy (Official Video),1fziqrXlcjc,0,10,1028924,2022-08-10 12:05:42,150,en,asr,10,Music,True
