,channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
230,Smosh,UCY30JRSgfhYXA6i6xX1erWg,Every Drive Thru Ever,Every Drive Thru Ever,vml4hskxqtE,0,23,921854,2020-08-15 08:59:26,138,en,asr,23,Comedy,True
231,Smosh,UCY30JRSgfhYXA6i6xX1erWg,Every Drive Thru Ever,Every Drive Thru Ever,vml4hskxqtE,0,23,921854,2020-08-15 08:59:26,138,en,standard,23,Comedy,True
232,Aliya Janell,UC7Ul2k3EhfIHE2RFvjoMorA,ALREADY | Black Is King | Aliya Janell | Kany Diabate Choreography | Queens N Lettos,ALREADY | Black Is King | Aliya Janell | Kany Diabate Choreography | Queens N Lettos,8QsH_xPQFqM,0,24,402571,2020-08-15 08:59:26,139,en,asr,24,Entertainment,True
233,JxmyHighroller,UC3L9XPe0_FGfRG-CMGtBvFg,How Does He Get Away With This?,How Does He Get Away With This?,jp47GeO6k6Q,0,17,1547235,2020-08-15 08:59:26,140,,,17,Sports,True
234,Dylan Is In Trouble,UCF_votze88WRDSEREe9s3aQ,Watching Movie Trailers... Then Guessing Their Review Scores,Watching Movie Trailers... Then Guessing Their Review Scores,FQnJRVn3QVk,0,24,494868,2020-08-15 08:59:26,141,en,asr,24,Entertainment,True
235,Binging with Babish,UCJHA_jMfCvEnv-3kRjTCQXw,Binging with Babish: Paunch Burger from Parks & Rec,Binging with Babish: Paunch Burger from Parks & Rec,RN8uoBwRr1k,0,24,2384367,2020-08-15 08:59:26,142,en,asr,24,Entertainment,True
236,Lilypi2,UCf1JAjcoBlCRi4pHG2k_W7w,100k,100k,goOmZUwQYlA,0,24,338094,2020-08-15 08:59:26,143,en,asr,24,Entertainment,True
237,NBA on TNT,UCU7iRrk3xfpUk0R6VdyC1Ow,Dame Drops 61 As Portland's Playoff Quest Continues | NBA on TNT Tuesday,Dame Drops 61 As Portland's Playoff Quest Continues | NBA on TNT Tuesday,fITRL6oXWao,0,17,464617,2020-08-15 08:59:26,144,en,asr,17,Sports,True
238,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,en,asr,23,Comedy,True
239,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,de,standard,23,Comedy,True
240,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,en,standard,23,Comedy,True
241,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,ja,standard,23,Comedy,True
242,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,ko,standard,23,Comedy,True
243,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,ms,standard,23,Comedy,True
244,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,th,standard,23,Comedy,True
245,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,vi,standard,23,Comedy,True
246,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,yue-HK,standard,23,Comedy,True
247,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,zh-CN,standard,23,Comedy,True
248,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,zh-Hans,standard,23,Comedy,True
249,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,zh-SG,standard,23,Comedy,True
250,mrnigelng,UCVjlpEjEY9GpksqbEesJnNA,Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),Uncle Roger Meet Egg Fried Rice Lady (@Hersha Patel),bGtR3l_JeUo,0,23,4739042,2020-08-15 08:59:26,145,zh-TW,standard,23,Comedy,True
251,Agent 00,UCVC5-Y6ez4sk3mtbUmN-SUQ,CASH NASTY MADE A MISTAKE CHALLENGING ME TO THIS 1V1... @Agent 02,CASH NASTY MADE A MISTAKE CHALLENGING ME TO THIS 1V1... @Agent 02,AG9qDVXEemc,0,20,626553,2020-08-15 08:59:26,146,,,20,Gaming,True
252,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,"NUGGETS at LAKERS | FULL GAME HIGHLIGHTS | August 10, 2020","NUGGETS at LAKERS | FULL GAME HIGHLIGHTS | August 10, 2020",PHYtv0v2DeA,0,17,2387077,2020-08-15 08:59:26,147,en,asr,17,Sports,True
253,FaZe Rug,UCilwZiBBfI9X6yiZRzWty8Q,"THE OFFICIAL REVEAL OF MY NEW $10,000,000 HOUSE! (Full Tour)","THE OFFICIAL REVEAL OF MY NEW $10,000,000 HOUSE! (Full Tour)",ar6UiTbuoSU,0,24,6792442,2020-08-15 08:59:26,148,en,asr,24,Entertainment,True
254,FaZe Rug,UCilwZiBBfI9X6yiZRzWty8Q,EXTREME Game of Hide and Seek in my NEW HOUSE!!,EXTREME Game of Hide and Seek in my NEW HOUSE!!,FopIxceEr8g,0,24,3538816,2020-08-15 08:59:26,149,en,asr,24,Entertainment,True
255,BLTW,UCa0LID3WQdj-bd5KiI-34vw,Avatar Intro but with Animals,Avatar Intro but with Animals,JXzk8G9aXI8,0,27,3043356,2020-08-15 08:59:26,150,,,27,Education,True
