channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,f0c7pSCoZqE,2020-12-26 01:00:05,0,"I Put 1,000,000 Christmas Lights On A House (World Record)","I Put 1,000,000 Christmas Lights On A House (World Record)",10,24810528,en,asr,True,24,Entertainment
UClQubH2NeMmGLTLgNdLBwXg,ZHC,24,YsUB1yZvVR4,2020-12-26 01:00:05,0,Surprising MrBeast With A Custom House,Surprising MrBeast With A Custom House,11,5381891,en,asr,True,24,Entertainment
UCH-T4tFvtcPkbI4sCi237BA,Young MA,10,NtEHYFavNd0,2020-12-26 01:00:05,0,"Young M.A ""Kold World"" (Official Music Video)","Young M.A ""Kold World"" (Official Music Video)",12,558836,,,True,10,Music
UC652oRUvX1onwrrZ8ADJRPw,Playboi Carti,10,wGBsIelFe-E,2020-12-26 01:00:05,0,Playboi Carti ft. Kid Cudi - M3tamorphosis (Official Video),Playboi Carti ft. Kid Cudi - M3tamorphosis (Official Video),13,1508696,en,asr,True,10,Music
UCfYyXGTdmF4O55Duc4sgaSw,Bardavon Presents,10,Lb2tGCmjfnY,2020-12-26 01:00:05,0,The Nutcracker,The Nutcracker,14,334943,,,True,10,Music
UChU3JRloULzdFX3aCu7BiSA,DreamXD,22,1iqpSrNVjYQ,2020-12-26 01:00:05,0,Did Dream Fake His Speedrun - RESPONSE,Did Dream Fake His Speedrun - RESPONSE,15,5335432,,,True,22,People & Blogs
UCjB5Oj6z1g4Tr0dLmx3cdsA,Big Island Video News,25,x8AM9ekmtN0,2020-12-26 01:00:05,0,"Kilauea Eruption Day Four - Rising Lava Lake Update (Dec. 24, 2020)","Kilauea Eruption Day Four - Rising Lava Lake Update (Dec. 24, 2020)",16,596296,en,asr,True,25,News & Politics
UCm-X6o81nRsXQTmqpyArkBQ,Flamingo,20,wwY7sS8FR5w,2020-12-26 01:00:05,0,My new friend... :  ),My new friend... :  ),17,2306134,en,asr,True,20,Gaming
UCtb8P4rf_1n8KS8eZk_lNNw,Fitz,20,vROr7cu9Rm8,2020-12-26 01:00:05,0,BEST OF FITZ 2020,BEST OF FITZ 2020,18,671455,en,asr,True,20,Gaming
UCLOEGprmycLLbyzBj2jozLg,Dixie D'Amelio,22,I9RC_DANDAM,2020-12-26 01:00:05,0,Best Friends Play White Elephant | Dixie D'Amelio,Best Friends Play White Elephant | Dixie D'Amelio,19,8495396,en,asr,True,22,People & Blogs
UCsKVP_4zQ877TEiH_Ih5yDQ,illymation,1,r9ncv3pflDk,2020-12-26 01:00:05,0,My summer as an after school teacher,My summer as an after school teacher,20,433998,en,asr,True,1,Film & Animation
UCucot-Zp428OwkyRm2I7v2Q,James Charles,24,Bbyftsl7Owo,2020-12-26 01:00:05,0,Best Friends Buy Each Other Christmas Gifts!,Best Friends Buy Each Other Christmas Gifts!,21,12623198,en,asr,True,24,Entertainment
UCFpsOVnTYKWquKILxZwVLsw,RicardoMontanerVEVO,10,q01z2vrQTrE,2020-12-26 01:00:05,0,"Ricardo Montaner, Mau y Ricky, Camilo, Evaluna Montaner - Am?n","Ricardo Montaner, Mau y Ricky, Camilo, Evaluna Montaner - Am?n",22,16124867,es,asr,True,10,Music
UCt_DaLB_NDqPVxezyvcfRtg,LARRAY,22,R3JQPlYb6vg,2020-12-26 01:00:05,0,THE TRUTH BEHIND OUR FRIENDSHIP,THE TRUTH BEHIND OUR FRIENDSHIP,23,5212833,en,asr,True,22,People & Blogs
UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,1,FJVV8o6vgso,2020-12-26 01:00:05,0,Gorillaz - The Lost Chord ft. Leee John (Episode Nine),Gorillaz - The Lost Chord ft. Leee John (Episode Nine),24,937469,,,True,1,Film & Animation
UCi3OE-aN09WOcN9d2stCvPg,charli d'amelio,22,20WNckAJbXU,2020-12-26 01:00:05,0,Best Friends Omegle Christmas Carols With Fans | Charli D'Amelio,Best Friends Omegle Christmas Carols With Fans | Charli D'Amelio,25,7589363,en,asr,True,22,People & Blogs
UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX,25,WdB9uIbSIk8,2020-12-26 01:00:05,0,"Pelosi: Proposing a stand-alone bill for $2,000 payments on Monday","Pelosi: Proposing a stand-alone bill for $2,000 payments on Monday",26,132459,en,asr,True,25,News & Politics
UC_YFbvKedjnVjqrZqBR4L8Q,News4JAX,25,WdB9uIbSIk8,2020-12-26 01:00:05,0,"Pelosi: Proposing a stand-alone bill for $2,000 payments on Monday","Pelosi: Proposing a stand-alone bill for $2,000 payments on Monday",26,132459,en,standard,True,25,News & Politics
UClPsjnF7D_Ar1ZSrEsnTxJA,Noah Beck,24,KLjUPvrSG_Q,2020-12-26 01:00:05,0,Gingerbread House Competition Ft. My Best Friends,Gingerbread House Competition Ft. My Best Friends,27,5230674,en,asr,True,24,Entertainment
UCOMwD1nrJZ6-0Ml5KyanVSg,El Mimoso,10,KLvLJckIxmA,2020-12-26 01:00:05,0,@El Mimoso - Desde La Playa En Vivo - @Grupo Firme - @Luis Angel El Flaco  El Yaki - Grupo Codiciado,@El Mimoso - Desde La Playa En Vivo - @Grupo Firme - @Luis Angel El Flaco  El Yaki - Grupo Codiciado,28,513863,es,asr,True,10,Music
UCj6CFdE3LSddaoszxq604TQ,TimTom,1,Q9Tbc4D0uJg,2020-12-26 01:00:05,0,Spending Christmas in the Hospital,Spending Christmas in the Hospital,29,659948,en,standard,True,1,Film & Animation
UCsvSj8bT4xqQecl_5nh_cwQ,Flow La Movie,10,qorqXQnXmNg,2020-12-26 01:00:05,0,"Nio Garcia, Casper Magico, Arcangel, Darell, Bryant Myers,Noriel - La Gangster Remix (Video Oficial)","Nio Garcia, Casper Magico, Arcangel, Darell, Bryant Myers,Noriel - La Gangster Remix (Video Oficial)",30,1009331,es,asr,True,10,Music
UC9APf0VQtg1VriRFjk9RfFQ,Chase Hudson,24,PIiY2z1A27A,2020-12-26 01:00:05,0,"Christmas Dinner with My Best Friends ft. Charli, Dixie, Noah, James & Larray | Chase Hudson","Christmas Dinner with My Best Friends ft. Charli, Dixie, Noah, James & Larray | Chase Hudson",31,3566933,en,asr,True,24,Entertainment
UCWEtnEiVwUy7mwFeshyAWLA,RHINO,10,1d8LHxByxRU,2020-12-26 01:00:05,0,Brenda Lee - Rockin' Around The Christmas Tree (Official Lyric Video),Brenda Lee - Rockin' Around The Christmas Tree (Official Lyric Video),32,421213,,,True,10,Music
UC_hK9fOxyy_TM8FJGXIyG8Q,Dhar Mann,22,KAushZU1xqg,2020-12-26 01:00:05,0,"Rich Dad Can't Buy Daughter's Christmas Wish, Ending Is Shocking | Dhar Mann","Rich Dad Can't Buy Daughter's Christmas Wish, Ending Is Shocking | Dhar Mann",33,2926423,en,asr,True,22,People & Blogs
UCQJWtTnAHhEG5w4uN0udnUQ,Amazon Prime Video,24,sY8gUtyeAKE,2020-12-26 01:00:05,0,Coming 2 America - Official Trailer,Coming 2 America - Official Trailer,34,8547287,en,asr,True,24,Entertainment
UC7Jwj9fkrf1adN4fMmTkpug,DankPods,28,ReuDIYYk3fk,2020-12-26 01:00:05,0,My AirPods Max's Died...,My AirPods Max's Died...,35,470487,en,asr,True,28,Science & Technology
UCzpl23pGTHVYqvKsgY0A-_w,Doja Cat,10,K0m4SWTGRzs,2020-12-26 01:00:05,0,Doja Cat - Hot Pink Sessions: Streets (Look 1),Doja Cat - Hot Pink Sessions: Streets (Look 1),36,385082,en,asr,True,10,Music
UCyA2du_flsYZHLaoU_5Qjkg,Dhar and Laura,22,yMxYttQ9rWI,2020-12-26 01:00:05,0,Telling My Fianc? I?m Pregnant | Dhar and Laura,Telling My Fianc? I?m Pregnant | Dhar and Laura,37,487021,en,asr,True,22,People & Blogs
UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest,24,ua0-5FZ2Eww,2020-12-26 01:00:05,0,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,38,1013329,en,asr,True,24,Entertainment
UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest,24,ua0-5FZ2Eww,2020-12-26 01:00:05,0,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,38,1013329,en-US,standard,True,24,Entertainment
UCzTlXb7ivVzuFlugVCv3Kvg,LDShadowLady,20,1CtrACC5CCs,2020-12-26 01:00:05,0,Magical Mistakes | Ep. 18 | Minecraft X Life SMP,Magical Mistakes | Ep. 18 | Minecraft X Life SMP,39,832197,en,asr,True,20,Gaming
UCRfg0SWjIHm_h95e4V8X5og,Young Don The Sauce God,1,78OjlZglWnM,2020-12-26 01:00:05,0,She Snuck In & I Got Kicked Out,She Snuck In & I Got Kicked Out,40,496613,en,standard,True,1,Film & Animation
UC6yW44UGJJBvYTlfC7CRg2Q,Manchester United,17,yxc2pLLXMH0,2020-12-26 01:00:05,0,Highlights | Cavani & Martial send the Reds through | Everton 0-2 Manchester United | Carabao Cup,Highlights | Cavani & Martial send the Reds through | Everton 0-2 Manchester United | Carabao Cup,41,2913781,en,asr,True,17,Sports
UCEg25rdRZXg32iwai6N6l0w,Tottenham Hotspur,17,Am9VrRZuo04,2020-12-26 01:00:05,0,"HIGHLIGHTS | STOKE CITY 1- 3 SPURS | Bale, Davies and Kane send Spurs to the semis!","HIGHLIGHTS | STOKE CITY 1- 3 SPURS | Bale, Davies and Kane send Spurs to the semis!",42,2139826,en,asr,True,17,Sports
UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,25,pF2Nm0S0buY,2020-12-26 01:00:05,0,"Trump refuses to sign coronavirus relief bill, demands $2,000 checks","Trump refuses to sign coronavirus relief bill, demands $2,000 checks",43,1457066,en,asr,True,25,News & Politics
UCaVIKOexO3N_6Sdl-Zug0Kg,Ryan Garcia,17,osfdXI8-Ym0,2020-12-26 01:00:05,0,Why I Need to Win? | 30 Days With: Ryan Garcia,Why I Need to Win? | 30 Days With: Ryan Garcia,44,498966,en,standard,True,17,Sports
UCq8DICunczvLuJJq414110A,Zach King,24,DoOOPelMaYY,2020-12-26 01:00:05,0,Christmas Magic | MAGIC OF THE MONTH - December 2020,Christmas Magic | MAGIC OF THE MONTH - December 2020,45,1293566,en,asr,True,24,Entertainment
UCq8DICunczvLuJJq414110A,Zach King,24,DoOOPelMaYY,2020-12-26 01:00:05,0,Christmas Magic | MAGIC OF THE MONTH - December 2020,Christmas Magic | MAGIC OF THE MONTH - December 2020,45,1293566,en,standard,True,24,Entertainment
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-26 01:00:05,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,46,6939953,de,standard,True,17,Sports
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-26 01:00:05,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,46,6939953,en-US,standard,True,17,Sports
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-26 01:00:05,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,46,6939953,es-419,standard,True,17,Sports
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-26 01:00:05,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,46,6939953,fr,standard,True,17,Sports
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-26 01:00:05,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,46,6939953,ru,standard,True,17,Sports
UC5NO8MgTQKHAWXp6z8Xl7yQ,This Old Tony,28,f9qN9LIChh4,2020-12-26 01:00:05,0,VCARVE Branding / Logo Irons - SECRET SANTA 2020!,VCARVE Branding / Logo Irons - SECRET SANTA 2020!,47,390955,en,asr,True,28,Science & Technology
UC7v3-2K1N84V67IF-WTRG-Q,Jeremy Jahns,24,MxEwMFe7hvc,2020-12-26 01:00:05,0,Wonder Woman 1984 - Movie Review,Wonder Woman 1984 - Movie Review,48,530589,en,asr,True,24,Entertainment
UCekQr9znsk2vWxBo3YiLq2w,You Suck At Cooking,26,3wM_ksI4WEg,2020-12-26 01:00:05,0,Christmas Sugar Cookies - You Suck at Cooking (episode 120),Christmas Sugar Cookies - You Suck at Cooking (episode 120),49,363698,en,asr,True,26,Howto & Style
UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,24,7wsH2mPlYBA,2020-12-26 01:00:05,0,Broly's Power is Maximum in DEATH BATTLE!,Broly's Power is Maximum in DEATH BATTLE!,50,375758,en,asr,True,24,Entertainment
UCUbDcUPed50Y_7KmfCXKohA,James Bruton,28,5SoGct1dts4,2020-12-26 01:00:05,0,What did I make the HACKSMITH for Christmas?  With Estefannie Explains it All!,What did I make the HACKSMITH for Christmas?  With Estefannie Explains it All!,51,139869,en,asr,True,28,Science & Technology
UCXX7AV8HDBCZXbKRHJYYODg,Estefannie Explains It All,24,AO4P768-GCo,2020-12-26 01:00:05,0,MY ROBOT HAS DEPRESSION AND ANXIETY,MY ROBOT HAS DEPRESSION AND ANXIETY,52,131477,en,asr,True,24,Entertainment
UCcWHjXfix1FlSoWXP1WBPDw,Haraca Kiko,10,oV33M3xo-_U,2020-12-26 01:00:05,0,Haraca Kiko x Malu Trevejo - Mala (Video Oficial),Haraca Kiko x Malu Trevejo - Mala (Video Oficial),53,664117,pt,asr,True,10,Music
UCj1VqrHhDte54oLgPG4xpuQ,Stuff Made Here,28,WQ8Xgp8ALFo,2020-12-26 01:00:05,0,Hair logo carving robot,Hair logo carving robot,54,1452691,en,asr,True,28,Science & Technology
UC-glo52BMvZH9PPUamjGIcw,Kids Invent Stuff,28,V28qsYqs0Rs,2020-12-26 01:00:05,0,Make America GRATE Again! Cheese Grating Hat,Make America GRATE Again! Cheese Grating Hat,55,116873,en,asr,True,28,Science & Technology
UC-glo52BMvZH9PPUamjGIcw,Kids Invent Stuff,28,V28qsYqs0Rs,2020-12-26 01:00:05,0,Make America GRATE Again! Cheese Grating Hat,Make America GRATE Again! Cheese Grating Hat,55,116873,en,standard,True,28,Science & Technology
UCYsa8SOy3TkoxI5D17s1u-w,AMMO NYC,2,3IN6Qru30L4,2020-12-26 01:00:05,0,First Wash in 34 Years. 56 Miles! Barn Find Buick Grand National,First Wash in 34 Years. 56 Miles! Barn Find Buick Grand National,56,891776,en,asr,True,2,Autos & Vehicles
UCp68_FLety0O-n9QU6phsgw,colinfurze,24,bmqm4RQ_1P4,2020-12-26 01:00:05,0,THE BASS COAT,THE BASS COAT,57,1542963,en,asr,True,24,Entertainment
UCYJPby9DRCteedh5tfxVbrw,Smosh Pit,22,c7HEM58-SC4,2020-12-26 01:00:05,0,Try Not to Laugh Challenge #60 - Gauntlet w/ Our Crew!,Try Not to Laugh Challenge #60 - Gauntlet w/ Our Crew!,58,896563,en,asr,True,22,People & Blogs
UCYJPby9DRCteedh5tfxVbrw,Smosh Pit,22,c7HEM58-SC4,2020-12-26 01:00:05,0,Try Not to Laugh Challenge #60 - Gauntlet w/ Our Crew!,Try Not to Laugh Challenge #60 - Gauntlet w/ Our Crew!,58,896563,en,standard,True,22,People & Blogs
UCsEgeyBfOnGGBpjIvkDJbWg,Socksfor1,20,w-G39yJCHeA,2020-12-26 01:00:05,0,among us NEW DOCTOR ROLE (mods),among us NEW DOCTOR ROLE (mods),59,5753762,en,asr,True,20,Gaming
UCFlC8U0Uif2hF0FIgsSIIYQ,Grupo Firme,10,ZebjXh_U4c0,2020-12-26 01:00:05,0,Grupo Firme - Me Gustas (Video Oficial),Grupo Firme - Me Gustas (Video Oficial),60,1704800,es,asr,True,10,Music
UCpi8TJfiA4lKGkaXs__YdBA,The Try Guys,23,KE8-VK7Net0,2020-12-26 01:00:05,0,Keith Eats & Drinks Everything At Starbucks,Keith Eats & Drinks Everything At Starbucks,61,1646726,en,asr,True,23,Comedy
UC0YatYmg5JRYzXJPxIdRd8g,beIN SPORTS USA,17,QbLjGlt7Z2s,2020-12-26 01:00:05,0,Valladolid 0 - 3 Barcelona - HIGHLIGHTS & GOALS - 12/22/2020,Valladolid 0 - 3 Barcelona - HIGHLIGHTS & GOALS - 12/22/2020,62,528314,en,asr,True,17,Sports
UCRQ6wJbGwbF9Wmvp5HfT7Pg,Mulatto,10,0oCUWQd9pL0,2020-12-26 01:00:05,0,Mulatto - Spend It (Official Video),Mulatto - Spend It (Official Video),63,363297,en,asr,True,10,Music
UC3EFKdXAU99j3ppGgvTz7XQ,Bretman Rock,22,6abApk-3lOM,2020-12-26 01:00:05,0,Filipino Food *GALORE* Mukbang - Moms Foodtruck is here,Filipino Food *GALORE* Mukbang - Moms Foodtruck is here,64,3141835,en,asr,True,22,People & Blogs
UCJ0-OtVpF0wOKEqT2Z1HEtA,ElectroBOOM,28,4SjOv_szzVM,2020-12-26 01:00:05,0,What It Takes to Break a RAM with ESD (ft. Linus Tech Tips),What It Takes to Break a RAM with ESD (ft. Linus Tech Tips),65,1001986,en,asr,True,28,Science & Technology
UC4zmFY211sXfEamwmsJcrYA,Lowell Observatory,28,XrRcfaWutLQ,2020-12-26 01:00:05,0,LIVE! See the Great Conjunction (Christmas Star) of 2020,LIVE! See the Great Conjunction (Christmas Star) of 2020,66,2282906,en,asr,True,28,Science & Technology
UCyVppwD0G-t1KQM9zWn_oOA,Morray,10,RezB3Pn85yE,2020-12-26 01:00:05,0,morray - dreamland (official music video),morray - dreamland (official music video),67,704206,,,True,10,Music
UCjmJDM5pRKbUlVIzDYYWb6g,Warner Bros. Pictures,1,1HZAnkxdYuA,2020-12-26 01:00:05,0,THE LITTLE THINGS ? Official Trailer,THE LITTLE THINGS ? Official Trailer,68,712693,en-US,standard,True,1,Film & Animation
UCmo9ZEJ3ipgaZdkiRRYtLAg,Dude Perfect Plus,22,1hx_LdKeexk,2020-12-26 01:00:05,0,Reindeer Christmas Prank (Behind The Scenes),Reindeer Christmas Prank (Behind The Scenes),69,1334221,en,asr,True,22,People & Blogs
UCyA2du_flsYZHLaoU_5Qjkg,Dhar and Laura,24,fmAtBZSTBYA,2020-12-26 01:00:05,0,House Tour Part 1 | Dhar and Laura,House Tour Part 1 | Dhar and Laura,70,901007,en,asr,True,24,Entertainment
UCfDNi1aEljAQ17mUrfUjkvg,Alton Brown,26,ZbkC_7wQKgA,2020-12-26 01:00:05,0,Alton Brown's Easy Peanut Butter Fudge,Alton Brown's Easy Peanut Butter Fudge,71,304755,en,asr,True,26,Howto & Style
UChnGFN2LRHBq-0PM6dOaq5A,Bachelor Nation,24,tPvJp9saatY,2020-12-26 01:00:05,0,Tayshia & Zac Relive Their Romantic ?Bachelorette? Proposal: ?We Loved It?,Tayshia & Zac Relive Their Romantic ?Bachelorette? Proposal: ?We Loved It?,72,194753,en,asr,True,24,Entertainment
UCJHA_jMfCvEnv-3kRjTCQXw,Babish Culinary Universe,24,rBYd_O38Ncw,2020-12-26 01:00:05,0,Judy the Elf's Hot Cocoa from The Santa Clause | Binging with Babish,Judy the Elf's Hot Cocoa from The Santa Clause | Binging with Babish,73,1854734,en,asr,True,24,Entertainment
UC_hK9fOxyy_TM8FJGXIyG8Q,Dhar Mann,22,RDBHlbQkIYY,2020-12-26 01:00:05,0,Dhar Mann Christmas Special: A December To Remember,Dhar Mann Christmas Special: A December To Remember,74,2618694,,,True,22,People & Blogs
UCvAhDxNNUDhi78tMXVGBUaQ,Tavarish,2,TN6E1gyb4qQ,2020-12-26 01:00:05,0,We Bought Each Other The Most UNRELIABLE Luxury Cars EVER MADE,We Bought Each Other The Most UNRELIABLE Luxury Cars EVER MADE,75,1793107,en,asr,True,2,Autos & Vehicles
UC-PbLusIBd3ECYtvz-f0EcQ,audiomack,10,K0pkchEwMJA,2020-12-26 01:00:05,0,King Von - Bless The Booth Freestyle,King Von - Bless The Booth Freestyle,76,591146,es,asr,True,10,Music
UCfNWN9s_s8kRTCadk04WWJA,TBJZL,20,ApR8hLlu2pY,2020-12-26 01:00:05,0,SIMON CHALLENGED ME TO DO THIS...,SIMON CHALLENGED ME TO DO THIS...,77,760351,en,asr,True,20,Gaming
UCHvpvPosasDgAbqGumlQqAw,ANNA SHUMATE,22,4VeMZFmWkEs,2020-12-26 01:00:05,0,VLOG #1: Q & A SNEAK PEAK,VLOG #1: Q & A SNEAK PEAK,78,444487,en,asr,True,22,People & Blogs
UCLtNvbkqea8wN_kGtfgx_Mw,Desi Music Factory,10,pEO2a7QzXqQ,2020-12-26 01:00:05,0,KHYAAL RAKHYA KAR - Neha Kakkar ft. RohanPreet Singh | Anshul Garg | Babbu | Rajat Nagpal |,KHYAAL RAKHYA KAR - Neha Kakkar ft. RohanPreet Singh | Anshul Garg | Babbu | Rajat Nagpal |,79,32845859,,,True,10,Music
UCkoZyNqTZyBZ8nu8E_OSkWw,Lauren & Arie,22,Mr5YmPWC9JQ,2020-12-26 01:00:05,0,SHOCKING ULTRASOUND... TWINS?! | LAUREN & ARIE,SHOCKING ULTRASOUND... TWINS?! | LAUREN & ARIE,80,807360,en,asr,True,22,People & Blogs
UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,10,IKKbboquS9s,2020-12-26 01:00:05,0,Katy Perry - Not the End of the World,Katy Perry - Not the End of the World,81,6366063,en,asr,True,10,Music
UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,10,IKKbboquS9s,2020-12-26 01:00:05,0,Katy Perry - Not the End of the World,Katy Perry - Not the End of the World,81,6366063,en,standard,True,10,Music
UCr19bNQQxC00MI6DLbpGQhg,TroopzTV,17,eSYBDVShBJI,2020-12-26 01:00:05,0,"ARSENAL 1-4 MAN CITY | TROOPZ FAN CAM | EDU SIGNED THESE FRAUDS, HE?S JUST AS BAD AS ARTETA!!","ARSENAL 1-4 MAN CITY | TROOPZ FAN CAM | EDU SIGNED THESE FRAUDS, HE?S JUST AS BAD AS ARTETA!!",82,410759,en,asr,True,17,Sports
UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,17,FTRjjC1NBJA,2020-12-26 01:00:05,0,"Randy Orton ends up in Alexa?s Playground: Raw, Dec. 21, 2020","Randy Orton ends up in Alexa?s Playground: Raw, Dec. 21, 2020",83,1759529,en,standard,True,17,Sports
UCI78AdiI6f7VKhqW1i4B3Rw,Zach Choi ASMR,22,1PIoiV2dp1c,2020-12-26 01:00:05,0,ASMR MOZZARELLA CORN DOGS MUKBANG ?? | COOKING & EATING SOUNDS + THANK YOU FOR 10 MILLION SUBS,ASMR MOZZARELLA CORN DOGS MUKBANG ?? | COOKING & EATING SOUNDS + THANK YOU FOR 10 MILLION SUBS,84,1392935,en,asr,True,22,People & Blogs
UCI78AdiI6f7VKhqW1i4B3Rw,Zach Choi ASMR,22,1PIoiV2dp1c,2020-12-26 01:00:05,0,ASMR MOZZARELLA CORN DOGS MUKBANG ?? | COOKING & EATING SOUNDS + THANK YOU FOR 10 MILLION SUBS,ASMR MOZZARELLA CORN DOGS MUKBANG ?? | COOKING & EATING SOUNDS + THANK YOU FOR 10 MILLION SUBS,84,1392935,en,standard,True,22,People & Blogs
UCBJeMCIeLQos7wacox4hmLQ,Serie A,17,KAb6smLkOe8,2020-12-26 01:00:05,0,Juventus 0-3 Fiorentina | HUGE Shock as Fiorentina Win Big at Juventus! | Serie A TIM,Juventus 0-3 Fiorentina | HUGE Shock as Fiorentina Win Big at Juventus! | Serie A TIM,85,3742523,en,asr,True,17,Sports
UCqTYHSnBUXZamsVcOlQf-fg,The Cosmonaut Variety Hour,24,EmABso6rgqM,2020-12-26 01:00:05,0,Harry Potter - All Movies Reviewed and Ranked (part 1),Harry Potter - All Movies Reviewed and Ranked (part 1),86,677703,en,asr,True,24,Entertainment
UCc4K7bAqpdBP8jh1j9XZAww,The Beatles,10,UocEGvQ10OE,2020-12-26 01:00:05,0,The Beatles:  Get Back - A Sneak Peek from Peter Jackson,The Beatles:  Get Back - A Sneak Peek from Peter Jackson,87,2624106,en,asr,True,10,Music
UCnJoUTYXU142gxoyDzp-KRQ,Lu?sa Sonza,10,QcS9ZndErHc,2020-12-26 01:00:05,0,"Lu?sa Sonza, Pabllo Vittar, Anitta - MODO TURBO","Lu?sa Sonza, Pabllo Vittar, Anitta - MODO TURBO",88,20226981,,,True,10,Music
UCWICXNlSLc7eeNazpzUZcLg,NLE CHOPPA,10,3cUd_BK_P0w,2020-12-26 01:00:05,0,NLE Choppa - Jiggin (Official Music Video),NLE Choppa - Jiggin (Official Music Video),89,1677728,en,asr,True,10,Music
UCpB959t8iPrxQWj7G6n0ctQ,SSSniperWolf,20,lFsumKiRVRs,2020-12-26 01:00:05,0,Mom Says Girls Can't Play Video Games ft SSSniperWolf,Mom Says Girls Can't Play Video Games ft SSSniperWolf,90,13318826,en,asr,True,20,Gaming
